,id,block_id,industry,landuse,population_availability,workers_availability,employment_share,company_id,departure_time,vehicle_type,tour_purpose,time_of_day,industry_numeric,landuse_numeric,vehicle_purpose,geometry,num_stops,stops
197,197,1550,service,industrial,6.12142340051542,2.803547977227011,1.0,45959719,1900-01-01 09:35:00,0,0,0,2,3,0,"MULTIPOLYGON (((56.240844 58.0181732, 56.241212 58.0180687, 56.2410489 58.0178766, 56.2410214 58.0178846, 56.2410042 58.0178518, 56.2409664 58.0178209, 56.2409193 58.0177922, 56.2408578 58.01776719999999, 56.2407995 58.0177477, 56.2407402 58.0177323, 56.2407053 58.0177171, 56.2406788 58.0177001, 56.2406578 58.0176827, 56.2406348 58.0176584, 56.2406062 58.01763, 56.2405764 58.0176065, 56.2404957 58.0175665, 56.2405002 58.0175579, 56.24050170000001 58.017550499999984, 56.2404977 58.0175433, 56.2404874 58.0175379, 56.2404729 58.0175361, 56.2404583 58.0175362, 56.2404474 58.0175401, 56.240439 58.0175453, 56.2404325 58.0175521, 56.2402175 58.01749549999999, 56.2401864 58.0174774, 56.2401649 58.0174622, 56.2401335 58.0174441, 56.2401038 58.0174316, 56.2400627 58.0174161, 56.23986 58.0176408, 56.2401489 58.017727, 56.2399871 58.0179678, 56.2400108 58.0179738, 56.240019 58.0179637, 56.2401781 58.0180006, 56.2401454 58.0180425, 56.2401803 58.0180496, 56.2402172 58.018061, 56.2402463 58.0180749, 56.2402645 58.0180891, 56.2402839 58.01810609999998, 56.2403078 58.0181253, 56.24033 58.0181385, 56.2403523 58.0181489, 56.2403906 58.0181626, 56.24042879999999 58.0181704, 56.2404721 58.0181769, 56.2405178 58.0181824, 56.2405657 58.0181847, 56.2406152 58.0181851, 56.2406658 58.0181811, 56.2407196 58.0181731, 56.2407674 58.0181576, 56.2408117 58.018142, 56.240844 58.0181732)))",6,"""[{\""purpose\"": 0, \""zone_id\"": 651, \""duration\"": 2, \""time_spent\"": 9.049833333333332}, {\""purpose\"": 0, \""zone_id\"": 166, \""duration\"": 0, \""time_spent\"": 21.636499999999998}, {\""purpose\"": 0, \""zone_id\"": 1220, \""duration\"": 3, \""time_spent\"": 36.172}, {\""purpose\"": 0, \""zone_id\"": 770, \""duration\"": 20, \""time_spent\"": 61.376333333333335}, {\""purpose\"": 1, \""zone_id\"": 458, \""duration\"": 36, \""time_spent\"": 102.404}, {\""purpose\"": 2, \""zone_id\"": 1550, \""duration\"": 16, \""time_spent\"": 119.61083333333333}]"""
198,198,1550,service,industrial,6.12142340051542,2.803547977227011,1.0,45959719,1900-01-01 12:12:00,0,1,1,2,3,1,"MULTIPOLYGON (((56.240844 58.0181732, 56.241212 58.0180687, 56.2410489 58.0178766, 56.2410214 58.0178846, 56.2410042 58.0178518, 56.2409664 58.0178209, 56.2409193 58.0177922, 56.2408578 58.01776719999999, 56.2407995 58.0177477, 56.2407402 58.0177323, 56.2407053 58.0177171, 56.2406788 58.0177001, 56.2406578 58.0176827, 56.2406348 58.0176584, 56.2406062 58.01763, 56.2405764 58.0176065, 56.2404957 58.0175665, 56.2405002 58.0175579, 56.24050170000001 58.017550499999984, 56.2404977 58.0175433, 56.2404874 58.0175379, 56.2404729 58.0175361, 56.2404583 58.0175362, 56.2404474 58.0175401, 56.240439 58.0175453, 56.2404325 58.0175521, 56.2402175 58.01749549999999, 56.2401864 58.0174774, 56.2401649 58.0174622, 56.2401335 58.0174441, 56.2401038 58.0174316, 56.2400627 58.0174161, 56.23986 58.0176408, 56.2401489 58.017727, 56.2399871 58.0179678, 56.2400108 58.0179738, 56.240019 58.0179637, 56.2401781 58.0180006, 56.2401454 58.0180425, 56.2401803 58.0180496, 56.2402172 58.018061, 56.2402463 58.0180749, 56.2402645 58.0180891, 56.2402839 58.01810609999998, 56.2403078 58.0181253, 56.24033 58.0181385, 56.2403523 58.0181489, 56.2403906 58.0181626, 56.24042879999999 58.0181704, 56.2404721 58.0181769, 56.2405178 58.0181824, 56.2405657 58.0181847, 56.2406152 58.0181851, 56.2406658 58.0181811, 56.2407196 58.0181731, 56.2407674 58.0181576, 56.2408117 58.018142, 56.240844 58.0181732)))",6,"""[{\""purpose\"": 0, \""zone_id\"": 479, \""duration\"": 40, \""time_spent\"": 44.00683333333333}, {\""purpose\"": 0, \""zone_id\"": 480, \""duration\"": 15, \""time_spent\"": 59.828}, {\""purpose\"": 0, \""zone_id\"": 1105, \""duration\"": 30, \""time_spent\"": 96.3725}, {\""purpose\"": 1, \""zone_id\"": 475, \""duration\"": 8, \""time_spent\"": 107.2655}, {\""purpose\"": 1, \""zone_id\"": 457, \""duration\"": 39, \""time_spent\"": 148.41116666666667}, {\""purpose\"": 2, \""zone_id\"": 1550, \""duration\"": 26, \""time_spent\"": 174.74283333333335}]"""
199,199,1281,retail,residential,6.437706224339621,2.795410850778051,0.6568848758465011,46836692,1900-01-01 17:31:00,0,0,1,1,1,0,"MULTIPOLYGON (((56.2096529 58.0055415, 56.2095906 58.0055313, 56.2093334 58.0059752, 56.2098687 58.0060353, 56.210133 58.0055791, 56.2100761 58.0055698, 56.2101076 58.0055155, 56.2097058 58.0054501, 56.2096529 58.0055415)))",4,"""[{\""purpose\"": 0, \""zone_id\"": 510, \""duration\"": 13, \""time_spent\"": 47.13150000000003}, {\""purpose\"": 1, \""zone_id\"": 17, \""duration\"": 8, \""time_spent\"": 88.68616666666671}, {\""purpose\"": 0, \""zone_id\"": 1105, \""duration\"": 12, \""time_spent\"": 102.07066666666671}, {\""purpose\"": 2, \""zone_id\"": 1281, \""duration\"": 23, \""time_spent\"": 125.98416666666671}]"""
200,200,1281,retail,residential,6.437706224339621,2.795410850778051,0.6568848758465011,46836692,1900-01-01 16:06:00,0,0,1,1,1,0,"MULTIPOLYGON (((56.2096529 58.0055415, 56.2095906 58.0055313, 56.2093334 58.0059752, 56.2098687 58.0060353, 56.210133 58.0055791, 56.2100761 58.0055698, 56.2101076 58.0055155, 56.2097058 58.0054501, 56.2096529 58.0055415)))",4,"""[{\""purpose\"": 1, \""zone_id\"": 459, \""duration\"": 40, \""time_spent\"": 44.13466666666667}, {\""purpose\"": 0, \""zone_id\"": 1313, \""duration\"": 22, \""time_spent\"": 69.98283333333333}, {\""purpose\"": 0, \""zone_id\"": 444, \""duration\"": 18, \""time_spent\"": 93.6015}, {\""purpose\"": 2, \""zone_id\"": 1281, \""duration\"": 40, \""time_spent\"": 138.03300000000002}]"""
201,201,1281,retail,residential,6.437706224339621,2.795410850778051,0.6568848758465011,46836692,1900-01-01 08:58:00,0,2,0,1,1,2,"MULTIPOLYGON (((56.2096529 58.0055415, 56.2095906 58.0055313, 56.2093334 58.0059752, 56.2098687 58.0060353, 56.210133 58.0055791, 56.2100761 58.0055698, 56.2101076 58.0055155, 56.2097058 58.0054501, 56.2096529 58.0055415)))",8,"""[{\""purpose\"": 0, \""zone_id\"": 52, \""duration\"": 3, \""time_spent\"": 9.796999999999997}, {\""purpose\"": 1, \""zone_id\"": 996, \""duration\"": 16, \""time_spent\"": 43.652833333333334}, {\""purpose\"": 1, \""zone_id\"": 772, \""duration\"": 16, \""time_spent\"": 71.70333333333333}, {\""purpose\"": 0, \""zone_id\"": 724, \""duration\"": 23, \""time_spent\"": 96.30233333333334}, {\""purpose\"": 0, \""zone_id\"": 385, \""duration\"": 21, \""time_spent\"": 120.38416666666667}, {\""purpose\"": 0, \""zone_id\"": 1905, \""duration\"": 18, \""time_spent\"": 142.52133333333333}, {\""purpose\"": 0, \""zone_id\"": 446, \""duration\"": 13, \""time_spent\"": 159.27616666666665}, {\""purpose\"": 2, \""zone_id\"": 1281, \""duration\"": 26, \""time_spent\"": 189.8525}]"""
202,202,1281,retail,residential,6.437706224339621,2.795410850778051,0.6568848758465011,46836692,1900-01-01 09:50:00,0,1,0,1,1,1,"MULTIPOLYGON (((56.2096529 58.0055415, 56.2095906 58.0055313, 56.2093334 58.0059752, 56.2098687 58.0060353, 56.210133 58.0055791, 56.2100761 58.0055698, 56.2101076 58.0055155, 56.2097058 58.0054501, 56.2096529 58.0055415)))",5,"""[{\""purpose\"": 0, \""zone_id\"": 2452, \""duration\"": 25, \""time_spent\"": 27.714666666666666}, {\""purpose\"": 1, \""zone_id\"": 2452, \""duration\"": 10, \""time_spent\"": 37.85033333333333}, {\""purpose\"": 1, \""zone_id\"": 254, \""duration\"": 36, \""time_spent\"": 76.58033333333333}, {\""purpose\"": 0, \""zone_id\"": 1155, \""duration\"": 27, \""time_spent\"": 104.7915}, {\""purpose\"": 2, \""zone_id\"": 1281, \""duration\"": 12, \""time_spent\"": 117.92266666666667}]"""
203,203,1281,retail,residential,6.437706224339621,2.795410850778051,0.6568848758465011,46836692,1900-01-01 09:21:00,0,0,0,1,1,0,"MULTIPOLYGON (((56.2096529 58.0055415, 56.2095906 58.0055313, 56.2093334 58.0059752, 56.2098687 58.0060353, 56.210133 58.0055791, 56.2100761 58.0055698, 56.2101076 58.0055155, 56.2097058 58.0054501, 56.2096529 58.0055415)))",2,"""[{\""purpose\"": 1, \""zone_id\"": 634, \""duration\"": 33, \""time_spent\"": 34.85766666666667}, {\""purpose\"": 2, \""zone_id\"": 1281, \""duration\"": 1, \""time_spent\"": 37.13366666666667}]"""
204,204,1281,retail,residential,6.437706224339621,2.795410850778051,0.6568848758465011,46836692,1900-01-01 14:27:00,0,1,1,1,1,1,"MULTIPOLYGON (((56.2096529 58.0055415, 56.2095906 58.0055313, 56.2093334 58.0059752, 56.2098687 58.0060353, 56.210133 58.0055791, 56.2100761 58.0055698, 56.2101076 58.0055155, 56.2097058 58.0054501, 56.2096529 58.0055415)))",5,"""[{\""purpose\"": 0, \""zone_id\"": 1283, \""duration\"": 19, \""time_spent\"": 19.60183333333333}, {\""purpose\"": 0, \""zone_id\"": 475, \""duration\"": 14, \""time_spent\"": 36.20583333333333}, {\""purpose\"": 1, \""zone_id\"": 483, \""duration\"": 10, \""time_spent\"": 48.33483333333333}, {\""purpose\"": 0, \""zone_id\"": 2259, \""duration\"": 20, \""time_spent\"": 72.80533333333332}, {\""purpose\"": 2, \""zone_id\"": 1281, \""duration\"": 40, \""time_spent\"": 116.3765}]"""
205,205,1281,retail,residential,6.437706224339621,2.795410850778051,0.6568848758465011,46836692,1900-01-01 14:01:00,0,0,1,1,1,0,"MULTIPOLYGON (((56.2096529 58.0055415, 56.2095906 58.0055313, 56.2093334 58.0059752, 56.2098687 58.0060353, 56.210133 58.0055791, 56.2100761 58.0055698, 56.2101076 58.0055155, 56.2097058 58.0054501, 56.2096529 58.0055415)))",8,"""[{\""purpose\"": 0, \""zone_id\"": 99, \""duration\"": 20, \""time_spent\"": 21.67983333333333}, {\""purpose\"": 0, \""zone_id\"": 1105, \""duration\"": 24, \""time_spent\"": 47.532666666666664}, {\""purpose\"": 0, \""zone_id\"": 1035, \""duration\"": 23, \""time_spent\"": 114.82}, {\""purpose\"": 0, \""zone_id\"": 450, \""duration\"": 39, \""time_spent\"": 194.94183333333336}, {\""purpose\"": 0, \""zone_id\"": 2038, \""duration\"": 40, \""time_spent\"": 241.50200000000004}, {\""purpose\"": 0, \""zone_id\"": 86, \""duration\"": 22, \""time_spent\"": 265.8283333333334}, {\""purpose\"": 1, \""zone_id\"": 279, \""duration\"": 0, \""time_spent\"": 274.50900000000007}, {\""purpose\"": 2, \""zone_id\"": 1281, \""duration\"": 29, \""time_spent\"": 316.18700000000007}]"""
206,206,1281,retail,residential,6.437706224339621,2.795410850778051,0.6568848758465011,46836692,1900-01-01 10:41:00,1,0,0,1,1,3,"MULTIPOLYGON (((56.2096529 58.0055415, 56.2095906 58.0055313, 56.2093334 58.0059752, 56.2098687 58.0060353, 56.210133 58.0055791, 56.2100761 58.0055698, 56.2101076 58.0055155, 56.2097058 58.0054501, 56.2096529 58.0055415)))",7,"""[{\""purpose\"": 0, \""zone_id\"": 1155, \""duration\"": 23, \""time_spent\"": 24.206666666666667}, {\""purpose\"": 1, \""zone_id\"": 628, \""duration\"": 24, \""time_spent\"": 58.10733333333333}, {\""purpose\"": 0, \""zone_id\"": 301, \""duration\"": 6, \""time_spent\"": 78.8185}, {\""purpose\"": 0, \""zone_id\"": 1338, \""duration\"": 17, \""time_spent\"": 121.87033333333332}, {\""purpose\"": 0, \""zone_id\"": 89, \""duration\"": 14, \""time_spent\"": 145.90633333333332}, {\""purpose\"": 0, \""zone_id\"": 657, \""duration\"": 17, \""time_spent\"": 167.7685}, {\""purpose\"": 2, \""zone_id\"": 1281, \""duration\"": 18, \""time_spent\"": 188.87}]"""
207,207,1281,retail,residential,6.437706224339621,2.795410850778051,0.6568848758465011,46836692,1900-01-01 12:44:00,0,0,1,1,1,0,"MULTIPOLYGON (((56.2096529 58.0055415, 56.2095906 58.0055313, 56.2093334 58.0059752, 56.2098687 58.0060353, 56.210133 58.0055791, 56.2100761 58.0055698, 56.2101076 58.0055155, 56.2097058 58.0054501, 56.2096529 58.0055415)))",5,"""[{\""purpose\"": 0, \""zone_id\"": 89, \""duration\"": 39, \""time_spent\"": 41.672666666666665}, {\""purpose\"": 0, \""zone_id\"": 43, \""duration\"": 26, \""time_spent\"": 71.0915}, {\""purpose\"": 1, \""zone_id\"": 771, \""duration\"": 19, \""time_spent\"": 93.06049999999999}, {\""purpose\"": 1, \""zone_id\"": 44, \""duration\"": 0, \""time_spent\"": 96.58166666666666}, {\""purpose\"": 2, \""zone_id\"": 1281, \""duration\"": 26, \""time_spent\"": 126.10033333333334}]"""
208,208,1281,retail,residential,6.437706224339621,2.795410850778051,0.6568848758465011,46836692,1900-01-01 15:56:00,0,0,1,1,1,0,"MULTIPOLYGON (((56.2096529 58.0055415, 56.2095906 58.0055313, 56.2093334 58.0059752, 56.2098687 58.0060353, 56.210133 58.0055791, 56.2100761 58.0055698, 56.2101076 58.0055155, 56.2097058 58.0054501, 56.2096529 58.0055415)))",3,"""[{\""purpose\"": 1, \""zone_id\"": 414, \""duration\"": 19, \""time_spent\"": 24.661833333333334}, {\""purpose\"": 0, \""zone_id\"": 16, \""duration\"": 13, \""time_spent\"": 42.95133333333334}, {\""purpose\"": 2, \""zone_id\"": 1281, \""duration\"": 8, \""time_spent\"": 51.521}]"""
209,209,1281,retail,residential,6.437706224339621,2.795410850778051,0.6568848758465011,46836692,1900-01-01 14:52:00,0,1,1,1,1,1,"MULTIPOLYGON (((56.2096529 58.0055415, 56.2095906 58.0055313, 56.2093334 58.0059752, 56.2098687 58.0060353, 56.210133 58.0055791, 56.2100761 58.0055698, 56.2101076 58.0055155, 56.2097058 58.0054501, 56.2096529 58.0055415)))",4,"""[{\""purpose\"": 1, \""zone_id\"": 2038, \""duration\"": 23, \""time_spent\"": 23.451833333333333}, {\""purpose\"": 0, \""zone_id\"": 393, \""duration\"": 23, \""time_spent\"": 50.83266666666667}, {\""purpose\"": 1, \""zone_id\"": 527, \""duration\"": 8, \""time_spent\"": 64.72233333333334}, {\""purpose\"": 2, \""zone_id\"": 1281, \""duration\"": 27, \""time_spent\"": 101.49716666666667}]"""
210,210,1281,retail,residential,6.437706224339621,2.795410850778051,0.6568848758465011,46836692,1900-01-01 12:05:00,1,0,1,1,1,3,"MULTIPOLYGON (((56.2096529 58.0055415, 56.2095906 58.0055313, 56.2093334 58.0059752, 56.2098687 58.0060353, 56.210133 58.0055791, 56.2100761 58.0055698, 56.2101076 58.0055155, 56.2097058 58.0054501, 56.2096529 58.0055415)))",2,"""[{\""purpose\"": 1, \""zone_id\"": 716, \""duration\"": 19, \""time_spent\"": 19.591666666666665}, {\""purpose\"": 1, \""zone_id\"": 553, \""duration\"": 14, \""time_spent\"": 39.62533333333333}, {\""purpose\"": 2, \""zone_id\"": 1281, \""duration\"": 12, \""time_spent\"": 57.591499999999996}]"""
211,211,1281,retail,residential,6.437706224339621,2.795410850778051,0.6568848758465011,46836692,1900-01-01 13:27:00,1,0,1,1,1,3,"MULTIPOLYGON (((56.2096529 58.0055415, 56.2095906 58.0055313, 56.2093334 58.0059752, 56.2098687 58.0060353, 56.210133 58.0055791, 56.2100761 58.0055698, 56.2101076 58.0055155, 56.2097058 58.0054501, 56.2096529 58.0055415)))",5,"""[{\""purpose\"": 1, \""zone_id\"": 282, \""duration\"": 23, \""time_spent\"": 36.13283333333333}, {\""purpose\"": 0, \""zone_id\"": 1283, \""duration\"": 14, \""time_spent\"": 64.221}, {\""purpose\"": 0, \""zone_id\"": 716, \""duration\"": 25, \""time_spent\"": 90.4445}, {\""purpose\"": 1, \""zone_id\"": 385, \""duration\"": 23, \""time_spent\"": 114.27666666666667}, {\""purpose\"": 2, \""zone_id\"": 1281, \""duration\"": 5, \""time_spent\"": 121.25383333333333}]"""
212,212,1281,retail,residential,6.437706224339621,2.795410850778051,0.6568848758465011,46836692,1900-01-01 12:27:00,0,0,1,1,1,0,"MULTIPOLYGON (((56.2096529 58.0055415, 56.2095906 58.0055313, 56.2093334 58.0059752, 56.2098687 58.0060353, 56.210133 58.0055791, 56.2100761 58.0055698, 56.2101076 58.0055155, 56.2097058 58.0054501, 56.2096529 58.0055415)))",5,"""[{\""purpose\"": 1, \""zone_id\"": 2320, \""duration\"": 0, \""time_spent\"": 19.854}, {\""purpose\"": 1, \""zone_id\"": 1188, \""duration\"": 27, \""time_spent\"": 64.57466666666667}, {\""purpose\"": 0, \""zone_id\"": 454, \""duration\"": 18, \""time_spent\"": 86.01766666666667}, {\""purpose\"": 0, \""zone_id\"": 629, \""duration\"": 29, \""time_spent\"": 130.43916666666667}, {\""purpose\"": 2, \""zone_id\"": 1281, \""duration\"": 15, \""time_spent\"": 157.07816666666668}]"""
213,213,1281,retail,residential,6.437706224339621,2.795410850778051,0.6568848758465011,46836692,1900-01-01 10:43:00,0,2,0,1,1,2,"MULTIPOLYGON (((56.2096529 58.0055415, 56.2095906 58.0055313, 56.2093334 58.0059752, 56.2098687 58.0060353, 56.210133 58.0055791, 56.2100761 58.0055698, 56.2101076 58.0055155, 56.2097058 58.0054501, 56.2096529 58.0055415)))",4,"""[{\""purpose\"": 0, \""zone_id\"": 334, \""duration\"": 24, \""time_spent\"": 29.261499999999998}, {\""purpose\"": 1, \""zone_id\"": 441, \""duration\"": 20, \""time_spent\"": 53.3515}, {\""purpose\"": 1, \""zone_id\"": 444, \""duration\"": 40, \""time_spent\"": 97.07166666666666}, {\""purpose\"": 2, \""zone_id\"": 1281, \""duration\"": 23, \""time_spent\"": 124.50316666666666}]"""
214,214,1281,retail,residential,6.437706224339621,2.795410850778051,0.6568848758465011,46836692,1900-01-01 12:43:00,1,0,1,1,1,3,"MULTIPOLYGON (((56.2096529 58.0055415, 56.2095906 58.0055313, 56.2093334 58.0059752, 56.2098687 58.0060353, 56.210133 58.0055791, 56.2100761 58.0055698, 56.2101076 58.0055155, 56.2097058 58.0054501, 56.2096529 58.0055415)))",4,"""[{\""purpose\"": 0, \""zone_id\"": 393, \""duration\"": 34, \""time_spent\"": 38.25833333333333}, {\""purpose\"": 1, \""zone_id\"": 371, \""duration\"": 21, \""time_spent\"": 64.18283333333333}, {\""purpose\"": 1, \""zone_id\"": 89, \""duration\"": 6, \""time_spent\"": 75.8205}, {\""purpose\"": 2, \""zone_id\"": 1281, \""duration\"": 24, \""time_spent\"": 102.59266666666666}]"""
215,215,1281,retail,residential,6.437706224339621,2.795410850778051,0.6568848758465011,46836692,1900-01-01 13:19:00,0,0,1,1,1,0,"MULTIPOLYGON (((56.2096529 58.0055415, 56.2095906 58.0055313, 56.2093334 58.0059752, 56.2098687 58.0060353, 56.210133 58.0055791, 56.2100761 58.0055698, 56.2101076 58.0055155, 56.2097058 58.0054501, 56.2096529 58.0055415)))",3,"""[{\""purpose\"": 1, \""zone_id\"": 1901, \""duration\"": 30, \""time_spent\"": 35.58316666666667}, {\""purpose\"": 0, \""zone_id\"": 92, \""duration\"": 23, \""time_spent\"": 65.23400000000001}, {\""purpose\"": 2, \""zone_id\"": 1281, \""duration\"": 3, \""time_spent\"": 70.64316666666667}]"""
216,216,1281,retail,residential,6.437706224339621,2.795410850778051,0.6568848758465011,46836692,1900-01-01 15:29:00,0,1,1,1,1,1,"MULTIPOLYGON (((56.2096529 58.0055415, 56.2095906 58.0055313, 56.2093334 58.0059752, 56.2098687 58.0060353, 56.210133 58.0055791, 56.2100761 58.0055698, 56.2101076 58.0055155, 56.2097058 58.0054501, 56.2096529 58.0055415)))",3,"""[{\""purpose\"": 1, \""zone_id\"": 1281, \""duration\"": 24, \""time_spent\"": 24.451833333333333}, {\""purpose\"": 1, \""zone_id\"": 44, \""duration\"": 14, \""time_spent\"": 41.85583333333334}, {\""purpose\"": 2, \""zone_id\"": 1281, \""duration\"": 8, \""time_spent\"": 53.374500000000005}]"""
217,217,1281,retail,residential,6.437706224339621,2.795410850778051,0.6568848758465011,46836692,1900-01-01 13:10:00,0,0,1,1,1,0,"MULTIPOLYGON (((56.2096529 58.0055415, 56.2095906 58.0055313, 56.2093334 58.0059752, 56.2098687 58.0060353, 56.210133 58.0055791, 56.2100761 58.0055698, 56.2101076 58.0055155, 56.2097058 58.0054501, 56.2096529 58.0055415)))",8,"""[{\""purpose\"": 0, \""zone_id\"": 658, \""duration\"": 13, \""time_spent\"": 16.4555}, {\""purpose\"": 1, \""zone_id\"": 402, \""duration\"": 28, \""time_spent\"": 48.129999999999995}, {\""purpose\"": 1, \""zone_id\"": 648, \""duration\"": 8, \""time_spent\"": 81.2225}, {\""purpose\"": 0, \""zone_id\"": 477, \""duration\"": 0, \""time_spent\"": 109.625}, {\""purpose\"": 0, \""zone_id\"": 464, \""duration\"": 16, \""time_spent\"": 126.81216666666667}, {\""purpose\"": 0, \""zone_id\"": 1821, \""duration\"": 15, \""time_spent\"": 147.51516666666666}, {\""purpose\"": 0, \""zone_id\"": 2879, \""duration\"": 26, \""time_spent\"": 204.90583333333333}, {\""purpose\"": 2, \""zone_id\"": 1281, \""duration\"": 16, \""time_spent\"": 253.25966666666665}]"""
218,218,1281,retail,residential,6.437706224339621,2.795410850778051,0.6568848758465011,46836692,1900-01-01 14:57:00,0,2,1,1,1,2,"MULTIPOLYGON (((56.2096529 58.0055415, 56.2095906 58.0055313, 56.2093334 58.0059752, 56.2098687 58.0060353, 56.210133 58.0055791, 56.2100761 58.0055698, 56.2101076 58.0055155, 56.2097058 58.0054501, 56.2096529 58.0055415)))",7,"""[{\""purpose\"": 1, \""zone_id\"": 628, \""duration\"": 15, \""time_spent\"": 23.6045}, {\""purpose\"": 0, \""zone_id\"": 313, \""duration\"": 38, \""time_spent\"": 73.69166666666666}, {\""purpose\"": 0, \""zone_id\"": 85, \""duration\"": 33, \""time_spent\"": 117.54466666666667}, {\""purpose\"": 0, \""zone_id\"": 118, \""duration\"": 20, \""time_spent\"": 148.88933333333333}, {\""purpose\"": 0, \""zone_id\"": 716, \""duration\"": 12, \""time_spent\"": 170.498}, {\""purpose\"": 0, \""zone_id\"": 461, \""duration\"": 35, \""time_spent\"": 209.91066666666666}, {\""purpose\"": 2, \""zone_id\"": 1281, \""duration\"": 4, \""time_spent\"": 217.4675}]"""
219,219,1281,retail,residential,6.437706224339621,2.795410850778051,0.6568848758465011,46836692,1900-01-01 09:54:00,0,0,0,1,1,0,"MULTIPOLYGON (((56.2096529 58.0055415, 56.2095906 58.0055313, 56.2093334 58.0059752, 56.2098687 58.0060353, 56.210133 58.0055791, 56.2100761 58.0055698, 56.2101076 58.0055155, 56.2097058 58.0054501, 56.2096529 58.0055415)))",5,"""[{\""purpose\"": 0, \""zone_id\"": 89, \""duration\"": 31, \""time_spent\"": 33.672666666666665}, {\""purpose\"": 1, \""zone_id\"": 1283, \""duration\"": 22, \""time_spent\"": 58.398666666666664}, {\""purpose\"": 1, \""zone_id\"": 1220, \""duration\"": 13, \""time_spent\"": 80.72166666666666}, {\""purpose\"": 0, \""zone_id\"": 1105, \""duration\"": 2, \""time_spent\"": 92.55716666666666}, {\""purpose\"": 2, \""zone_id\"": 1281, \""duration\"": 18, \""time_spent\"": 111.47066666666666}]"""
220,220,1281,retail,residential,6.437706224339621,2.795410850778051,0.6568848758465011,46836692,1900-01-01 11:27:00,0,1,1,1,1,1,"MULTIPOLYGON (((56.2096529 58.0055415, 56.2095906 58.0055313, 56.2093334 58.0059752, 56.2098687 58.0060353, 56.210133 58.0055791, 56.2100761 58.0055698, 56.2101076 58.0055155, 56.2097058 58.0054501, 56.2096529 58.0055415)))",6,"""[{\""purpose\"": 1, \""zone_id\"": 470, \""duration\"": 26, \""time_spent\"": 30.637166666666666}, {\""purpose\"": 1, \""zone_id\"": 97, \""duration\"": 18, \""time_spent\"": 51.64216666666667}, {\""purpose\"": 0, \""zone_id\"": 250, \""duration\"": 32, \""time_spent\"": 84.55600000000001}, {\""purpose\"": 0, \""zone_id\"": 385, \""duration\"": 25, \""time_spent\"": 112.77466666666668}, {\""purpose\"": 0, \""zone_id\"": 43, \""duration\"": 10, \""time_spent\"": 124.70883333333335}, {\""purpose\"": 2, \""zone_id\"": 1281, \""duration\"": 39, \""time_spent\"": 165.57066666666668}]"""
221,221,1281,retail,residential,6.437706224339621,2.795410850778051,0.6568848758465011,46836692,1900-01-01 08:24:00,0,0,0,1,1,0,"MULTIPOLYGON (((56.2096529 58.0055415, 56.2095906 58.0055313, 56.2093334 58.0059752, 56.2098687 58.0060353, 56.210133 58.0055791, 56.2100761 58.0055698, 56.2101076 58.0055155, 56.2097058 58.0054501, 56.2096529 58.0055415)))",6,"""[{\""purpose\"": 0, \""zone_id\"": 2038, \""duration\"": 20, \""time_spent\"": 20.451833333333333}, {\""purpose\"": 0, \""zone_id\"": 470, \""duration\"": 26, \""time_spent\"": 51.3305}, {\""purpose\"": 0, \""zone_id\"": 1824, \""duration\"": 35, \""time_spent\"": 92.46866666666668}, {\""purpose\"": 0, \""zone_id\"": 1771, \""duration\"": 10, \""time_spent\"": 120.08800000000001}, {\""purpose\"": 1, \""zone_id\"": 1883, \""duration\"": 32, \""time_spent\"": 163.0865}, {\""purpose\"": 2, \""zone_id\"": 1281, \""duration\"": 18, \""time_spent\"": 186.64316666666667}]"""
222,222,1281,retail,residential,6.437706224339621,2.795410850778051,0.6568848758465011,46836692,1900-01-01 10:38:00,2,1,0,1,1,7,"MULTIPOLYGON (((56.2096529 58.0055415, 56.2095906 58.0055313, 56.2093334 58.0059752, 56.2098687 58.0060353, 56.210133 58.0055791, 56.2100761 58.0055698, 56.2101076 58.0055155, 56.2097058 58.0054501, 56.2096529 58.0055415)))",7,"""[{\""purpose\"": 0, \""zone_id\"": 2038, \""duration\"": 5, \""time_spent\"": 5.451833333333333}, {\""purpose\"": 0, \""zone_id\"": 461, \""duration\"": 17, \""time_spent\"": 26.373333333333335}, {\""purpose\"": 1, \""zone_id\"": 372, \""duration\"": 22, \""time_spent\"": 60.493}, {\""purpose\"": 0, \""zone_id\"": 424, \""duration\"": 26, \""time_spent\"": 101.06333333333335}, {\""purpose\"": 0, \""zone_id\"": 387, \""duration\"": 1, \""time_spent\"": 113.47566666666668}, {\""purpose\"": 0, \""zone_id\"": 654, \""duration\"": 19, \""time_spent\"": 138.84616666666668}, {\""purpose\"": 2, \""zone_id\"": 1281, \""duration\"": 34, \""time_spent\"": 178.18400000000003}]"""
