,id,block_id,industry,landuse,population_availability,workers_availability,employment_share,company_id,departure_time,vehicle_type,tour_purpose,time_of_day,industry_numeric,landuse_numeric,vehicle_purpose,num_stops,stops,geometry
437,437,770,retail,commercial,6.857604143445844,2.8721497567405,1.0,72166860,1900-01-01 09:27:00,1,1,0,1,2,4,4,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.24707333922225 57.99342126209489)
438,438,770,retail,commercial,6.857604143445844,2.8721497567405,1.0,72166860,1900-01-01 13:29:00,2,0,1,1,2,6,5,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.24707333922225 57.99342126209489)
439,439,770,retail,commercial,6.857604143445844,2.8721497567405,1.0,72166860,1900-01-01 14:28:00,0,1,1,1,2,1,5,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.24707333922225 57.99342126209489)
440,440,770,retail,commercial,6.857604143445844,2.8721497567405,1.0,72166860,1900-01-01 10:45:00,0,0,0,1,2,0,7,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.24707333922225 57.99342126209489)
441,441,1188,service,residential,6.508662493727858,2.855476949814938,0.9285714285714286,78630732,1900-01-01 15:52:00,0,0,1,2,1,0,7,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.24714882133916 57.99081218556113)
442,442,139,industrial,industrial,4.698888206162219,2.3596786293132825,0.9927385892116183,79882511,1900-01-01 15:05:00,1,0,1,0,3,3,5,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.36839782687924 58.10938628700617)
443,443,139,industrial,industrial,4.698888206162219,2.3596786293132825,0.9927385892116183,79882511,1900-01-01 10:34:00,0,1,0,0,3,1,6,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.36839782687924 58.10938628700617)
444,444,139,industrial,industrial,4.698888206162219,2.3596786293132825,0.9927385892116183,79882511,1900-01-01 17:59:00,0,0,1,0,3,0,3,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.36839782687924 58.10938628700617)
445,445,139,industrial,industrial,4.698888206162219,2.3596786293132825,0.9927385892116183,79882511,1900-01-01 09:40:00,0,1,0,0,3,1,6,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.36839782687924 58.10938628700617)
446,446,139,industrial,industrial,4.698888206162219,2.3596786293132825,0.9927385892116183,79882511,1900-01-01 10:36:00,2,0,0,0,3,6,3,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.36839782687924 58.10938628700617)
447,447,752,industrial,industrial,4.710777620909262,2.3839662387439455,0.8886738906088751,79882618,1900-01-01 10:23:00,2,0,0,0,3,6,6,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.34955795 58.08856445000001)
448,448,752,industrial,industrial,4.710777620909262,2.3839662387439455,0.8886738906088751,79882618,1900-01-01 15:28:00,0,0,1,0,3,0,7,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.34955795 58.08856445000001)
449,449,752,industrial,industrial,4.710777620909262,2.3839662387439455,0.8886738906088751,79882618,1900-01-01 13:48:00,0,1,1,0,3,1,7,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.34955795 58.08856445000001)
450,450,752,industrial,industrial,4.710777620909262,2.3839662387439455,0.8886738906088751,79882618,1900-01-01 09:45:00,2,0,0,0,3,6,5,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.34955795 58.08856445000001)
451,451,752,industrial,industrial,4.710777620909262,2.3839662387439455,0.8886738906088751,79882618,1900-01-01 11:52:00,0,0,1,0,3,0,4,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.34955795 58.08856445000001)
452,452,752,industrial,industrial,4.710777620909262,2.3839662387439455,0.8886738906088751,79882634,1900-01-01 13:30:00,0,0,1,0,3,0,3,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.34997327891553 58.08554125497406)
453,453,225,retail,commercial,5.0517739535396595,2.813049757482291,1.0,79882658,1900-01-01 09:34:00,2,0,0,1,2,6,6,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.37665670832112 58.109907700247476)
454,454,225,retail,commercial,5.0517739535396595,2.813049757482291,1.0,79882658,1900-01-01 15:59:00,0,2,1,1,2,2,3,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.37665670832112 58.109907700247476)
455,455,225,retail,commercial,5.0517739535396595,2.813049757482291,1.0,79882658,1900-01-01 14:32:00,0,0,1,1,2,0,8,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.37665670832112 58.109907700247476)
456,456,752,industrial,industrial,4.710777620909262,2.3839662387439455,0.8886738906088751,79882731,1900-01-01 12:51:00,2,0,1,0,3,6,6,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.34986059629087 58.09282085953599)
457,457,752,industrial,industrial,4.710777620909262,2.3839662387439455,0.8886738906088751,79882731,1900-01-01 16:20:00,1,0,1,0,3,3,2,"[{'purpose': 1}, {'purpose': 2}]",POINT (56.34986059629087 58.09282085953599)
458,458,1851,industrial,residential,4.9018374495487835,2.458721687799621,1.0,79882757,1900-01-01 11:31:00,0,0,1,0,1,0,5,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.38091010000001 58.092920899999996)
459,459,1851,industrial,residential,4.9018374495487835,2.458721687799621,1.0,79882757,1900-01-01 17:22:00,2,0,1,0,1,6,6,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.38091010000001 58.092920899999996)
460,460,1851,industrial,residential,4.9018374495487835,2.458721687799621,1.0,79882757,1900-01-01 13:32:00,0,0,1,0,1,0,3,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.38091010000001 58.092920899999996)
461,461,1851,industrial,residential,4.9018374495487835,2.458721687799621,1.0,79882757,1900-01-01 13:02:00,0,0,1,0,1,0,7,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.38091010000001 58.092920899999996)
462,462,1851,industrial,residential,4.9018374495487835,2.458721687799621,1.0,79882757,1900-01-01 09:17:00,1,0,0,0,1,3,4,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.38091010000001 58.092920899999996)
463,463,1851,industrial,residential,4.9018374495487835,2.458721687799621,1.0,79882757,1900-01-01 15:24:00,1,0,1,0,1,3,5,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.38091010000001 58.092920899999996)
464,464,1851,industrial,residential,4.9018374495487835,2.458721687799621,1.0,79882757,1900-01-01 11:41:00,0,0,1,0,1,0,7,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.38091010000001 58.092920899999996)
465,465,1851,industrial,residential,4.9018374495487835,2.458721687799621,1.0,79882757,1900-01-01 09:30:00,0,0,0,0,1,0,5,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.38091010000001 58.092920899999996)
466,466,1851,industrial,residential,4.9018374495487835,2.458721687799621,1.0,79882757,1900-01-01 08:53:00,1,1,0,0,1,4,5,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.38091010000001 58.092920899999996)
467,467,1851,industrial,residential,4.9018374495487835,2.458721687799621,1.0,79882757,1900-01-01 12:57:00,1,1,1,0,1,4,3,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.38091010000001 58.092920899999996)
468,468,1851,industrial,residential,4.9018374495487835,2.458721687799621,1.0,79882757,1900-01-01 12:02:00,1,1,1,0,1,4,5,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.38091010000001 58.092920899999996)
469,469,752,industrial,industrial,4.710777620909262,2.3839662387439455,0.8886738906088751,79882976,1900-01-01 14:39:00,0,0,1,0,3,0,5,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.34532604999998 58.0952853)
470,470,752,industrial,industrial,4.710777620909262,2.3839662387439455,0.8886738906088751,79883049,1900-01-01 15:45:00,0,1,1,0,3,1,5,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.34671052544269 58.09579790361352)
471,471,137,industrial,industrial,4.824867628523978,2.467044948501039,1.0,79883108,1900-01-01 09:23:00,0,0,0,0,3,0,3,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.38071654999999 58.095677550000005)
472,472,137,industrial,industrial,4.824867628523978,2.467044948501039,1.0,79883108,1900-01-01 14:49:00,0,0,1,0,3,0,6,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.38071654999999 58.095677550000005)
473,473,137,industrial,industrial,4.824867628523978,2.467044948501039,1.0,79883108,1900-01-01 10:31:00,2,0,0,0,3,6,7,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.38071654999999 58.095677550000005)
474,474,2320,industrial,industrial,5.230780267551137,2.563466531475762,0.7352673492605233,79883249,1900-01-01 15:46:00,0,2,1,0,3,2,3,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.34560052374826 58.083169309043406)
475,475,2320,industrial,industrial,5.230780267551137,2.563466531475762,0.7352673492605233,79883249,1900-01-01 14:21:00,0,2,1,0,3,2,4,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.34560052374826 58.083169309043406)
476,476,752,industrial,industrial,4.710777620909262,2.3839662387439455,0.8886738906088751,79883255,1900-01-01 12:22:00,1,0,1,0,3,3,4,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.34745915087802 58.09556883516407)
477,477,752,industrial,industrial,4.710777620909262,2.3839662387439455,0.8886738906088751,79883255,1900-01-01 14:01:00,0,1,1,0,3,1,5,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.34745915087802 58.09556883516407)
478,478,752,industrial,industrial,4.710777620909262,2.3839662387439455,0.8886738906088751,79883255,1900-01-01 10:26:00,0,0,0,0,3,0,2,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.34745915087802 58.09556883516407)
479,479,752,industrial,industrial,4.710777620909262,2.3839662387439455,0.8886738906088751,79883255,1900-01-01 12:41:00,2,0,1,0,3,6,8,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.34745915087802 58.09556883516407)
480,480,752,industrial,industrial,4.710777620909262,2.3839662387439455,0.8886738906088751,79883255,1900-01-01 14:01:00,2,0,1,0,3,6,3,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.34745915087802 58.09556883516407)
481,481,139,industrial,industrial,4.698888206162219,2.3596786293132825,0.9927385892116183,79883294,1900-01-01 11:25:00,1,0,1,0,3,3,5,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.369077900000015 58.10807005)
482,482,724,service,commercial,6.325999396279318,2.8797306665817284,1.0,81081083,1900-01-01 11:16:00,0,0,1,2,2,0,4,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.232881682295826 58.01132051475315)
483,483,724,service,commercial,6.325999396279318,2.8797306665817284,1.0,81081083,1900-01-01 12:39:00,1,0,1,2,2,3,7,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.232881682295826 58.01132051475315)
484,484,724,service,commercial,6.325999396279318,2.8797306665817284,1.0,81081083,1900-01-01 15:32:00,0,2,1,2,2,2,2,"[{'purpose': 1}, {'purpose': 2}]",POINT (56.232881682295826 58.01132051475315)
485,485,522,retail,residential,6.269738206235864,2.6603062118507945,1.0,81706038,1900-01-01 11:08:00,0,1,1,1,1,1,4,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.163537423547446 57.97201083881439)
486,486,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 09:42:00,1,0,0,1,1,3,4,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
487,487,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 14:53:00,0,1,1,1,1,1,4,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
488,488,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 14:47:00,0,0,1,1,1,0,4,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
489,489,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 09:38:00,0,0,0,1,1,0,3,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
490,490,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 10:28:00,2,0,0,1,1,6,4,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
491,491,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 09:41:00,2,0,0,1,1,6,5,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
492,492,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 11:54:00,0,0,1,1,1,0,5,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
493,493,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 11:25:00,1,0,1,1,1,3,5,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
494,494,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 14:34:00,0,0,1,1,1,0,6,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
495,495,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 13:49:00,0,0,1,1,1,0,7,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
496,496,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 13:24:00,0,0,1,1,1,0,7,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
497,497,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 11:23:00,0,0,1,1,1,0,4,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
498,498,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 15:12:00,0,1,1,1,1,1,2,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
499,499,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 12:59:00,0,0,1,1,1,0,7,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
500,500,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 17:57:00,0,2,1,1,1,2,3,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
501,501,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 13:06:00,1,0,1,1,1,3,3,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
502,502,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 09:56:00,0,0,0,1,1,0,4,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
503,503,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 13:35:00,0,0,1,1,1,0,4,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
504,504,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 10:44:00,2,0,0,1,1,6,2,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
505,505,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 13:19:00,0,2,1,1,1,2,2,"[{'purpose': 1}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
506,506,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 09:00:00,0,0,0,1,1,0,6,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
507,507,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 09:07:00,1,0,0,1,1,3,4,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
508,508,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 15:45:00,0,1,1,1,1,1,3,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
509,509,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 10:15:00,0,0,0,1,1,0,4,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
510,510,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 15:13:00,0,0,1,1,1,0,3,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
511,511,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 10:11:00,1,0,0,1,1,3,4,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
512,512,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 13:50:00,0,1,1,1,1,1,5,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
513,513,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 13:22:00,1,0,1,1,1,3,4,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
514,514,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 12:14:00,0,0,1,1,1,0,8,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
515,515,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 10:27:00,0,0,0,1,1,0,2,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
516,516,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 10:33:00,1,0,0,1,1,3,7,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
517,517,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 08:01:00,0,2,0,1,1,2,3,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
518,518,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 10:31:00,0,0,0,1,1,0,5,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
519,519,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 13:22:00,0,0,1,1,1,0,5,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
520,520,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 16:21:00,1,0,1,1,1,3,3,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
521,521,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 15:50:00,0,0,1,1,1,0,4,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
522,522,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 14:24:00,0,0,1,1,1,0,2,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
523,523,581,retail,residential,5.269325837799172,2.376481057225505,0.6917098445595855,82081235,1900-01-01 14:57:00,0,0,1,1,1,0,7,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.304942080962626 58.10355591563186)
524,524,613,retail,residential,5.503988857154082,2.4035126040639763,0.6808510638297872,82081514,1900-01-01 13:21:00,2,0,1,1,1,6,5,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.30499536374901 58.10587761363828)
525,525,613,retail,residential,5.503988857154082,2.4035126040639763,0.6808510638297872,82081514,1900-01-01 10:57:00,0,0,0,1,1,0,5,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.30499536374901 58.10587761363828)
526,526,613,retail,residential,5.503988857154082,2.4035126040639763,0.6808510638297872,82081514,1900-01-01 15:57:00,0,0,1,1,1,0,5,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.30499536374901 58.10587761363828)
527,527,613,retail,residential,5.503988857154082,2.4035126040639763,0.6808510638297872,82081514,1900-01-01 13:21:00,0,0,1,1,1,0,3,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.30499536374901 58.10587761363828)
528,528,613,retail,residential,5.503988857154082,2.4035126040639763,0.6808510638297872,82081514,1900-01-01 12:48:00,0,2,1,1,1,2,3,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.30499536374901 58.10587761363828)
529,529,613,retail,residential,5.503988857154082,2.4035126040639763,0.6808510638297872,82081514,1900-01-01 09:51:00,0,0,0,1,1,0,4,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.30499536374901 58.10587761363828)
530,530,582,industrial,residential,5.126552348224142,2.3680294037274185,0.49696969696969695,82081540,1900-01-01 11:41:00,0,0,1,0,1,0,3,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.31230904140327 58.10269063127568)
531,531,582,industrial,residential,5.126552348224142,2.3680294037274185,0.49696969696969695,82081540,1900-01-01 11:05:00,0,1,1,0,1,1,5,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.31230904140327 58.10269063127568)
532,532,1470,retail,industrial,6.680538111921375,2.8266443363380143,0.19624217118997914,82534812,1900-01-01 15:14:00,1,0,1,1,3,3,7,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25868397964847 57.994832666954885)
533,533,1470,retail,industrial,6.680538111921375,2.8266443363380143,0.19624217118997914,82534812,1900-01-01 12:53:00,1,0,1,1,3,3,2,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25868397964847 57.994832666954885)
534,534,1470,retail,industrial,6.680538111921375,2.8266443363380143,0.19624217118997914,82534812,1900-01-01 11:42:00,0,0,1,1,3,0,2,"[{'purpose': 1}, {'purpose': 2}]",POINT (56.25868397964847 57.994832666954885)
535,535,1470,retail,industrial,6.680538111921375,2.8266443363380143,0.19624217118997914,82534812,1900-01-01 17:59:00,1,0,1,1,3,3,5,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25868397964847 57.994832666954885)
536,536,1470,retail,industrial,6.680538111921375,2.8266443363380143,0.19624217118997914,82534812,1900-01-01 09:36:00,0,1,0,1,3,1,6,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25868397964847 57.994832666954885)
